track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit
O Mínimo de Mim,Shirley Carvalhaes,139.43,0.676,0.379,0.234,0.604,0.0,0.186,0.0396,-3.501,248571,brazil,0
O Descobridor dos Sete Mares,Tim Maia,137.261,0.91,0.537,0.774,0.0321,0.000478,0.951,0.176,-4.783,296866,brazil,0
"Mato Seco ""Resistência""",Mato Seco;Circuito Reggae,139.434,0.352,0.822,0.571,0.00115,1.85e-05,0.113,0.381,-12.516,262053,brazil,0
E.C.T. - Ao Vivo,Cássia Eller,130.093,0.896,0.666,0.633,0.67,2.99e-06,0.149,0.12,-8.386,210599,brazil,0
Eu Era Um Lobisomem Juvenil,Legião Urbana,97.143,0.515,0.556,0.527,0.0758,0.000702,0.217,0.0268,-13.122,406400,brazil,0
1° De Julho,Legião Urbana,171.512,0.638,0.602,0.52,0.217,0.015,0.0856,0.0372,-7.761,290200,brazil,0
Da Ponte prá Cá - Ao Vivo,Racionais MC's,79.312,0.892,0.63,0.672,0.219,0.0,0.373,0.386,-4.382,265586,brazil,0
Eu Vou Passar pela Cruz,PG,80.689,0.659,0.345,0.201,0.209,0.0,0.966,0.0351,-5.271,306596,brazil,0
Bom Perfume,Gabi Sampaio,141.803,0.435,0.468,0.0406,0.253,0.0,0.268,0.031,-9.593,486332,brazil,0
Um certo Galileu - Ao Vivo,Padre Zezinho,86.012,0.527,0.587,0.391,0.188,1.71e-06,0.958,0.0267,-9.664,333360,brazil,0
Vida Rasteja / Vassourinha / Voltei Recife / Asa branca / Está bhegando a hora / Frevo no pé da serra (Participação especial João do Pife e Marcos do Pífano) - Ao vivo,O Rappa;Marcos do Pifano e João do Pife,91.41,0.77,0.509,0.477,0.165,0.0296,0.707,0.0878,-7.735,303455,brazil,0
Rama,Tianastacia,150.13,0.861,0.476,0.478,0.00673,2.02e-06,0.445,0.0312,-5.145,210773,brazil,0
Lei da Periferia,Consciência Humana,73.581,0.586,0.702,0.82,0.469,0.0,0.159,0.302,-9.211,441493,brazil,0
Quando o Mundo Cai Ao Meu Redor - Ao Vivo,Juliano Son,164.412,0.823,0.216,0.298,0.0642,0.0,0.594,0.0541,-5.53,297540,brazil,0
Deus Está Aqui,Padre Fábio De Melo,125.95,0.335,0.482,0.196,0.596,0.0,0.735,0.0299,-11.396,313453,brazil,0
O Fracasso Não É o Fim,Gerson Rufino,145.997,0.713,0.629,0.488,0.489,0.0,0.143,0.0488,-2.518,289906,brazil,0
Tô Chegando,Valesca Mayssa,123.891,0.618,0.589,0.47,0.676,0.0,0.143,0.0442,-6.076,270048,brazil,0
O Que Meu Pai Falou Pra Mim - Ao Vivo,Armandinho,86.005,0.581,0.629,0.299,0.547,1.81e-05,0.681,0.042,-9.571,252390,brazil,0
Dependente,Canção & Louvor,135.824,0.459,0.647,0.201,0.586,0.0,0.19,0.0331,-6.737,270791,brazil,0
"Não Compre, Plante!",Planet Hemp,112.68,0.78,0.652,0.656,0.0195,0.0334,0.186,0.0507,-8.433,251493,brazil,0
Sábado a Noite (feat. Lulu Santos),Cidade Negra;Lulu Santos,97.135,0.94,0.773,0.887,0.193,0.0,0.19,0.0792,-5.303,267306,brazil,0
Vamos Fazer Um Filme,Legião Urbana,117.738,0.437,0.674,0.844,0.414,0.0996,0.0713,0.0297,-14.639,261866,brazil,0
