track_name,artist,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,is_hit
No Silêncio,Rose Nascimento,127.986,0.633,0.414,0.281,0.644,0.0,0.107,0.0334,-3.889,287506,brazil,1
Meu Amor Se Mudou pra Lua - Ao Vivo,Paula Toller,175.897,0.666,0.483,0.426,0.0623,0.0485,0.687,0.0342,-9.793,197511,brazil,1
Sou um Milagre,Voz da Verdade,129.81,0.56,0.573,0.25,0.722,0.0,0.348,0.0358,-7.602,309533,brazil,1
Toda Forma De Poder,Engenheiros Do Hawaii,202.846,0.947,0.325,0.593,0.174,0.0,0.116,0.115,-7.304,195066,brazil,1
Jeová Jireh,Aline Barros,133.991,0.754,0.398,0.111,0.00439,0.0,0.237,0.0541,-7.67,389820,brazil,1
Família - Ao Vivo,Régis Danese,129.679,0.292,0.461,0.171,0.66,0.0,0.296,0.0306,-13.766,328413,brazil,1
Te Desejo Vida,Padre Fábio De Melo,127.757,0.347,0.528,0.297,0.87,1.78e-05,0.152,0.0345,-11.22,192306,brazil,1
Rendido Estou (Arms Open Wide),Aline Barros,169.671,0.461,0.269,0.0751,0.0479,0.0,0.967,0.0323,-6.906,335621,brazil,1
Goles Perdidos,Maquiny;Orochi,114.964,0.482,0.722,0.377,0.523,0.0,0.12,0.0894,-8.356,237749,brazil,1
Poetas no Topo 1,Makalister;BK;Menestrel;Djonga;Sant;JXNV$;Pineapple StormTv;Slim Beat,91.997,0.75,0.748,0.671,0.353,0.0,0.388,0.273,-9.6,398478,brazil,1
Titãs,BK;El Lif Beatz,134.683,0.492,0.498,0.515,0.257,1.96e-06,0.101,0.22,-5.39,294314,brazil,1
Digimon,Yung Buda,129.014,0.627,0.872,0.853,0.272,0.0259,0.0956,0.178,-9.392,209305,brazil,1
A Boa,ConeCrewDiretoria,95.013,0.852,0.839,0.743,0.287,0.0,0.122,0.22,-5.111,263288,brazil,1
enquanto recomeça,Don L,146.067,0.637,0.686,0.214,0.057,0.00451,0.189,0.0737,-6.821,187504,brazil,1
Privê,Azzy,126.664,0.384,0.657,0.147,0.0301,0.0,0.0643,0.217,-8.759,186947,brazil,1
Safezone,Yung Buda;BDK,99.962,0.742,0.825,0.757,0.694,0.000245,0.129,0.0347,-5.527,349785,brazil,1
Faz um milagre em mim,Padre Marcelo Rossi,137.818,0.335,0.49,0.266,0.624,0.0,0.717,0.0305,-10.603,297413,brazil,1
Qual É o Rosto de Deus?,BRAZA,172.0,0.765,0.764,0.663,0.493,3.26e-06,0.0894,0.0559,-9.795,217746,brazil,1
Sou Um Milagre - Live,Padre Marcos,139.988,0.883,0.421,0.352,0.205,0.0,0.21,0.0461,-3.275,235653,brazil,1
Tudo é Possível - Ao Vivo,Fernandinho,175.875,0.732,0.279,0.382,0.0838,0.0,0.904,0.0346,-6.236,260853,brazil,1
Luz Dos Olhos - Ao Vivo Em São Paulo / 2007,Nando Reis;Andrea Martins,91.008,0.694,0.467,0.336,0.46,0.0,0.747,0.0304,-6.637,306813,brazil,1
Relíquia,ConeCrewDiretoria,93.001,0.795,0.703,0.693,0.549,0.0,0.78,0.247,-3.447,232176,brazil,1
Mister Niterói,Black Alien,160.028,0.79,0.825,0.961,0.262,0.000197,0.0972,0.187,-7.859,237746,brazil,1
O Destino Não Quis - Ao Vivo Em São Paulo,Maneva,135.912,0.503,0.711,0.668,0.458,0.0,0.485,0.042,-8.02,194876,brazil,1
Rodo cotidiano (Participação especial Maria Rita) - Ao vivo acústico,O Rappa;Maria Rita / 1134893,114.751,0.704,0.634,0.505,0.647,7.57e-06,0.975,0.17,-8.5,376613,brazil,1
Te Louvo em Verdade (Acústico) - Ao Vivo,Rosa de Saron,89.928,0.472,0.428,0.2,0.131,0.0,0.772,0.0306,-8.32,278280,brazil,1
O Amanhã,Detonautas Roque Clube,149.984,0.562,0.563,0.314,0.139,0.0,0.145,0.0268,-8.621,211706,brazil,1
Parabellum,Dalsin;Alaska;Gioprod,87.535,0.607,0.681,0.306,0.476,0.0,0.104,0.367,-5.3,133636,brazil,1
Nesses Olhos - Ao Vivo,Armandinho,138.014,0.465,0.755,0.493,0.634,4.16e-06,0.728,0.0474,-8.679,224264,brazil,1
Garotos Ii (O Outro Lado) - Ao Vivo,Leoni;Dinho Ouro Preto,117.57,0.365,0.522,0.342,0.745,0.0,0.927,0.0448,-11.031,214000,brazil,1
Geração Coca-Cola,Legião Urbana,97.9,0.89,0.574,0.83,0.082,0.0,0.0741,0.041,-5.789,141400,brazil,1
Pretos Ganhando Dinheiro Incomoda Demais,Criolo,109.859,0.715,0.637,0.347,0.0518,4.65e-05,0.122,0.074,-7.032,198920,brazil,1
Dia de Sol,Gerson Rufino,97.564,0.654,0.704,0.318,0.65,0.0,0.315,0.0291,-6.266,252026,brazil,1
Passos Escuros,Hevo 84,82.468,0.928,0.486,0.443,0.0532,0.0,0.168,0.0513,-4.056,225266,brazil,1
No Brooklin,Sabotage;Negra Li,88.268,0.538,0.899,0.864,0.0264,0.0,0.101,0.466,-9.458,347213,brazil,1
Favela Vive,ADL;Sant;Raillow;Froid,78.127,0.471,0.743,0.463,0.693,0.0,0.106,0.443,-11.865,349767,brazil,1
Este é o Som da Tua Noiva | Eu Só Quero Te Amar,Nívea Soares,136.712,0.486,0.302,0.194,0.234,2.26e-06,0.0967,0.0287,-8.771,663370,brazil,1
Tempo de Cantar,Fabiana Sinfrônio,128.012,0.482,0.534,0.238,0.0702,0.0,0.112,0.0294,-9.554,248639,brazil,1
Onda do Arraial - Ao Vivo,Armandinho,94.976,0.728,0.643,0.528,0.295,0.0,0.343,0.0301,-7.805,205856,brazil,1
Quando você olhar pra mim - Acústico,Marcelo Falcão,163.834,0.743,0.676,0.878,0.448,0.0,0.0723,0.199,-7.35,243676,brazil,1
Cuida - Ao Vivo,Leandro Borges,95.597,0.394,0.613,0.633,0.809,0.0,0.945,0.0476,-10.175,232405,brazil,1
À Sua Maneira (De Música Ligera) (feat. Seu Jorge) - Ao Vivo,Capital Inicial;Seu Jorge,109.934,0.813,0.582,0.345,0.0819,0.00119,0.902,0.0295,-4.558,267120,brazil,1
Respostas,Maneva,130.077,0.525,0.786,0.686,0.14,0.0,0.199,0.13,-7.373,147598,brazil,1
Aos Pés Da Cruz - Ao Vivo,Eli Soares,57.594,0.432,0.322,0.204,0.345,0.0,0.613,0.0422,-10.434,262834,brazil,1
Porque Ele Vive,Padre Zeca,133.821,0.684,0.471,0.816,0.266,0.0,0.357,0.0389,-9.152,156316,brazil,1
Pra Você Guardei o Amor - Ao Vivo,Nando Reis,142.014,0.33,0.441,0.381,0.892,1.5e-05,0.922,0.0352,-11.733,312733,brazil,1
Eu Compro,Racionais MC's,76.481,0.458,0.761,0.523,0.146,0.0,0.335,0.402,-6.618,213979,brazil,1
Eu Não Matei Joana d'Arc,Camisa de Vênus,197.679,0.75,0.399,0.745,0.00481,0.000483,0.0748,0.118,-11.185,225533,brazil,1
Ouvir o Teu Falar,Discopraise,139.606,0.679,0.34,0.266,0.0554,0.0,0.486,0.0399,-4.598,487392,brazil,1
Em Teu Altar - Ao Vivo,Ministério Adoração e Vida,99.905,0.567,0.604,0.306,0.715,0.000319,0.27,0.0236,-5.095,263560,brazil,1
Para Ti Eu Vou (Ao Vivo),Central 3,134.002,0.736,0.427,0.119,0.438,6.72e-06,0.0706,0.0366,-2.624,582314,brazil,1
Descendência,Pedro Henrique,119.894,0.665,0.525,0.503,0.0727,0.0,0.314,0.0443,-5.225,337416,brazil,1
Só Quem Tem Raiz,Sarah Farias,150.024,0.633,0.546,0.385,0.325,6.39e-06,0.0966,0.0403,-9.865,303717,brazil,1
Teletema,Kid Abelha,122.518,0.457,0.807,0.418,0.66,0.0391,0.181,0.0374,-10.013,261359,brazil,0
"Na rua, na chuva, na fazenda (Casinha de sapé)",Kid Abelha,140.244,0.495,0.754,0.807,0.106,0.00316,0.0685,0.0322,-10.966,224373,brazil,0
Alice (Não me escreva aquela carta de amor),Kid Abelha,177.588,0.7,0.585,0.951,0.085,0.245,0.103,0.0847,-8.591,188506,brazil,0
A mais pedida,Raimundos;Érica Martins,125.056,0.825,0.538,0.467,0.0105,1.43e-05,0.0693,0.0478,-4.021,233733,brazil,0
Lágrimas e chuva,Kid Abelha,122.396,0.8,0.706,0.725,0.0332,0.037,0.0488,0.0516,-9.421,273426,brazil,0
Um Drink no Inferno,Xamã;Bagua Records;Neo Beats,127.993,0.436,0.775,0.303,0.355,6.92e-06,0.277,0.297,-9.611,168750,brazil,1
Castelo de Madeira,A Família,77.192,0.844,0.812,0.834,0.397,0.0,0.0654,0.508,-10.206,454975,brazil,1
No Mundo da Lua / Abraço,Froid;Cynthia Luz,102.019,0.646,0.648,0.616,0.78,0.0,0.112,0.242,-5.26,338861,brazil,1
Refém,3030;Lauana Prado,145.01,0.652,0.774,0.862,0.518,7.87e-05,0.0839,0.0336,-6.413,180000,brazil,1
João,Oficina G3,142.892,0.902,0.435,0.273,0.00638,5.29e-06,0.199,0.0505,-2.939,380212,brazil,1
Vivos,BK;Baco Exu do Blues;Luccas Carlos;Nave,103.004,0.672,0.722,0.646,0.0715,0.0,0.0762,0.268,-7.708,249813,brazil,1
Bom dia Vietnã 2,Puro Suco;BEATDOMK,107.772,0.514,0.648,0.857,0.68,0.0,0.362,0.343,-8.525,165488,brazil,1
Fome,Murica;BEATDOMK,88.145,0.394,0.637,0.225,0.399,0.000884,0.107,0.317,-11.175,131643,brazil,1
Desperta - Ao Vivo,Colo de Deus,138.941,0.685,0.4,0.147,0.696,0.0,0.702,0.0566,-6.752,460040,brazil,1
Eu Também (100 Bilhões X),Isaias Saad,128.056,0.383,0.432,0.0748,0.276,0.00137,0.0867,0.0302,-8.829,423306,brazil,1
Canta,Sarah Beatriz,172.285,0.634,0.228,0.111,0.145,0.0,0.0835,0.0354,-5.333,264697,brazil,1
Vento Impetuoso - Ao Vivo,Fernandinho,145.932,0.621,0.278,0.16,0.0626,0.000127,0.917,0.0417,-7.338,368013,brazil,1
Assim Caminha a Humanidade,Lulu Santos,138.518,0.755,0.753,0.949,0.0547,0.00459,0.0518,0.029,-9.196,208693,brazil,1
Quem Sou Eu?,PG,134.06,0.632,0.579,0.223,0.369,0.0,0.805,0.0282,-5.616,308128,brazil,1
Toca em Mim de Novo - Ao Vivo,Isadora Pompeo,142.055,0.489,0.569,0.303,0.139,0.0,0.874,0.0253,-8.387,273000,brazil,1
Tô De Pé - Acústico,Maneva,106.087,0.628,0.877,0.793,0.504,0.0,0.282,0.0669,-7.541,169472,brazil,1
Cresça,Leandro Borges;Vanilda Bordieri,148.084,0.843,0.472,0.503,0.41,0.0,0.104,0.0977,-5.27,323500,brazil,1
Como És Lindo,Vida Reluz,97.825,0.196,0.487,0.142,0.615,1.92e-05,0.0946,0.0259,-13.374,275293,brazil,1
O Resgate,Realidade Cruel,152.59,0.732,0.553,0.436,0.622,0.0,0.163,0.262,-5.206,415660,brazil,1
Abraça-Me - Ao Vivo em BH,David Quinlan;Heloisa Rosa,139.627,0.614,0.287,0.433,0.206,0.0,0.299,0.0313,-7.714,847493,brazil,1
Te Desejamos - Ao Vivo,Gabriel Guedes de Almeida,159.758,0.724,0.218,0.189,0.00732,0.0,0.102,0.0633,-7.363,320103,brazil,1
Day By Day,Astrud Gilberto,77.712,0.24,0.413,0.339,0.343,0.0,0.0741,0.0354,-15.817,129306,brazil,0
Ex-Quadrilha da Fumaça,Planet Hemp,105.3,0.945,0.549,0.453,0.00636,0.0,0.106,0.295,-4.534,185360,brazil,1
Janaína,Biquini Cavadão,175.983,0.88,0.578,0.719,0.108,2.9e-06,0.114,0.0496,-5.113,218613,brazil,1
Ele Vem - Ao Vivo,Gabriel Guedes de Almeida;Gabriela Rocha,150.846,0.594,0.26,0.2,0.147,0.0,0.261,0.0345,-6.845,518880,brazil,1
Autor da Vida,Aline Barros,139.992,0.522,0.505,0.389,0.532,0.0,0.0963,0.0256,-7.366,295360,brazil,1
Vida Eu Gosto De Você,Maneva,138.559,0.477,0.658,0.456,0.569,0.0,0.257,0.153,-8.903,181765,brazil,1
Ao Partir o Pão,Walmir Alencar,96.015,0.274,0.666,0.258,0.243,0.0,0.0703,0.0277,-11.413,256466,brazil,1
Descanso,Oficina G3,139.91,0.771,0.467,0.206,0.0157,5.49e-06,0.129,0.0336,-3.823,317323,brazil,1
Banco De Areia,Maneva;MC Hariel,162.944,0.704,0.607,0.897,0.101,0.0,0.3,0.0488,-6.567,174106,brazil,1
Grande é o Senhor - Acústico Ao Vivo,Adhemar De Campos;Nívea Soares,126.719,0.339,0.262,0.151,0.809,0.0,0.342,0.031,-11.138,280880,brazil,1
Eu Vou Vencer,Gerson Rufino,149.947,0.828,0.605,0.555,0.278,0.0,0.38,0.0403,-4.932,311750,brazil,1
Refrão de Bolero (Ao Vivo),Pouca Vogal,150.154,0.435,0.519,0.311,0.724,8.81e-05,0.746,0.0354,-8.348,182146,brazil,1
Abraça-me / Lindo És / Só Quero Ver Você,David Quinlan,135.793,0.603,0.423,0.156,0.0994,5.1e-06,0.334,0.04,-7.894,946474,brazil,1
Cadeias Quebrar (Break Every Chain),Soraya Moraes,135.067,0.63,0.363,0.155,0.485,0.0,0.088,0.0401,-4.111,328853,brazil,1
Colo de Mãe (Ao Vivo),Frei Gilson,75.505,0.592,0.477,0.413,0.449,0.000194,0.761,0.0285,-8.836,264834,brazil,1
Casa de Bênção,Eyshila,94.77,0.444,0.485,0.267,0.505,0.0,0.753,0.0296,-8.956,358051,brazil,1
Pelos Prados e Campinas Salmo 22,Padre Zezinho,99.987,0.381,0.576,0.301,0.572,1.66e-05,0.0795,0.0236,-11.719,358840,brazil,1
A Carta,Renato Russo;Erasmo Carlos,93.144,0.607,0.636,0.423,0.522,1.1e-05,0.0978,0.0243,-5.054,240613,brazil,1
A Dança,Legião Urbana,136.059,0.389,0.759,0.68,0.00171,0.00175,0.1,0.0648,-13.917,242000,brazil,1
Incomparável Amor,Gabriel Brito,125.901,0.438,0.563,0.145,0.444,4.33e-06,0.0778,0.0295,-8.971,258812,brazil,1
Anjos De Deus - Ao Vivo,Padre Marcelo Rossi,137.539,0.67,0.319,0.332,0.501,0.0,0.219,0.0998,-7.276,297453,brazil,1
Verdades Do Tempo,Thiago Brado,50.451,0.38,0.175,0.0898,0.0932,0.0,0.0743,0.0326,-9.26,259145,brazil,1
Soldados,Legião Urbana,124.084,0.432,0.589,0.605,0.00919,0.195,0.0949,0.0361,-14.089,290733,brazil,1
Família,Titãs,79.508,0.683,0.558,0.624,0.0248,7.85e-05,0.062,0.0807,-6.061,249866,brazil,0
Não vou me adaptar,Titãs,81.371,0.399,0.536,0.476,0.307,0.000327,0.105,0.0319,-7.579,221733,brazil,0
Reggae do Manero - Ao Vivo | Acústico,Raimundos,134.053,0.809,0.708,0.625,0.178,1.62e-06,0.368,0.0611,-4.129,325024,brazil,1
Tudo O Que Me Prometeu,Israel Salazar,133.945,0.92,0.504,0.208,0.0884,1.19e-06,0.987,0.077,-4.148,247500,brazil,1
O Relógio de Deus,Amanda Ferrari,145.927,0.828,0.567,0.657,0.489,0.0,0.368,0.0322,-3.24,299200,brazil,1
Domingo,Titãs,140.211,0.771,0.617,0.881,0.00832,0.000115,0.301,0.0328,-8.601,253666,brazil,0
Beggin' - Remix,HAWK.;Reznikov;Alex Albino,125.994,0.73,0.708,0.644,0.125,0.0,0.0855,0.0658,-7.08,140947,brazil,1
Acabou - Ao Vivo,Projota,84.966,0.881,0.658,0.875,0.188,0.0,0.822,0.0459,-5.03,259226,brazil,1
Malvadão 2,Xamã;Jailhouse;Neo Beats,130.019,0.595,0.881,0.911,0.282,0.000117,0.112,0.0714,-9.781,149112,brazil,1
Tudo Pro Alto - Ao Vivo,Charlie Brown Jr.,92.68,0.983,0.474,0.725,0.0182,0.000128,0.691,0.0598,-5.498,184093,brazil,1
Luz em Todo Morro - Acústico,3030,128.14,0.495,0.711,0.514,0.729,0.00283,0.708,0.0491,-8.597,280448,brazil,1
Seu Rei,Xamã;Mano fler;Tiankris,84.415,0.629,0.607,0.339,0.276,0.0,0.122,0.255,-8.982,239171,brazil,1
STU,MC Igu,97.018,0.578,0.863,0.471,0.221,0.0,0.111,0.0586,-7.475,168259,brazil,1
Mais Amor,Ponto De Equilíbrio;Tati Portella,152.026,0.701,0.714,0.6,0.503,8.68e-06,0.122,0.0494,-4.643,165789,brazil,1
Já Posso Suportar,Pregador Luo;Trazendo a Arca,84.006,0.69,0.62,0.435,0.27,0.0,0.147,0.0481,-7.028,334320,brazil,1
Fé,3030;Rael,110.011,0.522,0.9,0.784,0.313,4.37e-06,0.107,0.0371,-5.619,201200,brazil,1
Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,Charlie Brown Jr.,80.96,0.596,0.544,0.794,0.226,1.17e-05,0.989,0.059,-10.325,282333,brazil,1
Pontes Indestrutíveis,Charlie Brown Jr.,159.019,0.711,0.729,0.808,0.248,0.0,0.198,0.119,-8.04,209084,brazil,1
Aquela Paz,Charlie Brown Jr.,123.897,0.487,0.586,0.693,0.769,0.0001,0.181,0.0341,-9.29,176960,brazil,1
O Mundo Dá Voltas,ConeCrewDiretoria,77.224,0.706,0.403,0.27,0.676,0.0,0.46,0.355,-6.046,279806,brazil,1
Sem a Planta,ConeCrewDiretoria,204.702,0.607,0.707,0.526,0.231,0.000163,0.546,0.362,-5.841,375693,brazil,1
Lion Man,Criolo,83.789,0.66,0.582,0.484,0.399,0.0,0.127,0.0544,-4.988,205440,brazil,1
Na Segunda Vinda,Black Alien,148.027,0.828,0.652,0.434,0.164,0.0,0.127,0.387,-7.433,268146,brazil,1
Ele É Deus,Deise do Vale,145.986,0.704,0.515,0.201,0.629,0.0,0.365,0.0538,-6.501,272226,brazil,1
O Processo,Suellen Brum,125.999,0.642,0.642,0.502,0.362,0.0,0.379,0.0339,-6.174,290816,brazil,1
Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,181.121,0.976,0.345,0.818,0.000587,0.0507,0.487,0.0487,-4.74,151666,brazil,1
Furioso Amor,Elizeu Alves,140.073,0.568,0.438,0.14,0.089,0.0,0.0879,0.033,-8.865,411457,brazil,1
Transformação,Anderson Freire,139.946,0.565,0.423,0.174,0.244,2.79e-06,0.15,0.0368,-8.976,312726,brazil,1
Santifica,Alugiana,133.562,0.877,0.512,0.541,0.514,0.0,0.274,0.0541,-3.955,339013,brazil,1
Negro Drama - Ao Vivo,Racionais MC's,79.769,0.948,0.682,0.775,0.406,0.0,0.905,0.357,-3.284,318760,brazil,1
Por Onde Você Anda?,Detonautas Roque Clube,160.212,0.608,0.508,0.312,0.197,0.00297,0.103,0.034,-8.915,241400,brazil,1
Cores Do Universo,Maneva,130.0,0.719,0.689,0.674,0.382,0.0,0.213,0.136,-6.096,131198,brazil,1
Bem Perto - Ao Vivo,Isaias Saad;Isadora Pompeo,140.906,0.47,0.4,0.183,0.231,1.86e-06,0.117,0.0274,-7.564,426318,brazil,1
Pao Da Vida,Padre Zeca,121.674,0.401,0.347,0.202,0.545,0.0,0.692,0.063,-14.166,83173,brazil,1
Mais Que Uma Voz,Eyshila;Weslei Santos,140.641,0.362,0.295,0.221,0.599,0.0,0.106,0.0276,-5.63,242005,brazil,1
Abraço de Pai,Walmir Alencar,77.722,0.269,0.433,0.243,0.843,0.0,0.0923,0.0263,-9.107,337200,brazil,1
Perdidos No Espaço,Legião Urbana,81.917,0.567,0.572,0.768,0.0435,0.129,0.0966,0.0388,-12.398,177466,brazil,1
Vai Valer a Pena - Ao Vivo,Juliano Son,127.875,0.869,0.313,0.221,0.133,0.00174,0.703,0.0508,-4.113,297365,brazil,1
Quanto Vale o Show,Racionais MC's;DJ Cia,94.081,0.849,0.492,0.696,0.078,0.0,0.146,0.33,-6.991,172605,brazil,1
Calmaria,Canção & Louvor,142.033,0.438,0.576,0.327,0.704,0.0,0.13,0.0267,-6.202,266106,brazil,1
Inferno são os outros,Detonautas Roque Clube,110.055,0.797,0.642,0.563,0.0899,1.38e-05,0.732,0.0286,-7.173,211706,brazil,1
Sereia,Maneva,129.971,0.607,0.725,0.57,0.0671,1e-06,0.353,0.0456,-7.486,176298,brazil,1
Jó,Rose Nascimento,120.25,0.391,0.47,0.189,0.823,0.0,0.358,0.0411,-9.124,292179,brazil,1
O Meu Mundo Ficaria Completo (Com Você),Cássia Eller,168.029,0.91,0.637,0.87,0.624,0.0,0.115,0.0589,-3.651,249132,brazil,1
Palavras,Lauriete,142.012,0.71,0.332,0.383,0.239,8.85e-05,0.124,0.0384,-4.75,333053,brazil,1
Fidelidade,Danielle Cristina,152.022,0.66,0.423,0.201,0.831,0.0,0.11,0.0367,-5.806,333146,brazil,1
Eu Te Levantarei (Ao Vivo),Frei Gilson,174.057,0.578,0.347,0.337,0.357,1.3e-05,0.311,0.0368,-7.851,743240,brazil,1
O Seu Amor por Mim - Ao Vivo,Weslei Santos,139.792,0.399,0.459,0.374,0.433,0.0,0.682,0.0339,-9.954,362734,brazil,1
Corcovado,Elis Regina,105.145,0.44,0.396,0.18,0.915,5.1e-05,0.697,0.0459,-9.062,232786,brazil,0
Eu Me Rendo,Renascer Praise,146.345,0.579,0.245,0.22,0.0734,0.0,0.813,0.0311,-8.424,372826,brazil,1
Me dá o Poder de Filho,Marcelo Aguiar,119.873,0.368,0.614,0.346,0.777,0.0,0.0911,0.0366,-7.507,221506,brazil,1
Como Nossos Pais,Elis Regina,143.721,0.498,0.491,0.478,0.3,0.0,0.0734,0.0821,-7.658,261600,brazil,0
Me Perdoe,Gerson Rufino,137.961,0.636,0.654,0.429,0.465,0.0,0.226,0.032,-6.273,243029,brazil,1
Estamos de Pé - Ao Vivo,Marcus Salles,104.046,0.766,0.511,0.331,0.109,2.54e-05,0.72,0.0359,-7.403,396911,brazil,1
Beguine dodói,Elis Regina,111.673,0.333,0.728,0.399,0.69,0.0,0.0653,0.0791,-16.162,134973,brazil,0
Simplesmente Sobrenatural,Rose Nascimento,130.146,0.608,0.547,0.355,0.739,0.0,0.103,0.0433,-4.364,287280,brazil,1
Céu Azul,Charlie Brown Jr.,120.09,0.598,0.68,0.62,0.61,0.0,0.106,0.027,-6.147,198786,brazil,1
Saudades Mil,509-E;Dexter;Afro-X,76.847,0.589,0.624,0.78,0.302,0.0,0.124,0.281,-6.669,526026,brazil,1
Pangeia,Fabio Brazza;Atentado Napalm,148.935,0.722,0.74,0.76,0.606,0.0,0.108,0.246,-6.765,338520,brazil,1
Tempo de Vencer,Jamily,75.971,0.405,0.455,0.149,0.329,0.0,0.119,0.0265,-12.193,240373,brazil,1
Ouro Rosé,Felp 22;JP Diazz;Medellin,120.026,0.689,0.748,0.355,0.0537,0.0,0.243,0.06,-5.981,146822,brazil,1
Pogba - Remix,Major RD;Bagua Records;Gooba,178.001,0.733,0.778,0.323,0.0316,0.0,0.113,0.368,-4.258,151347,brazil,1
Virgem,Xamã;Bagua Records;Neo Beats,100.051,0.403,0.894,0.609,0.412,2.44e-06,0.111,0.0916,-7.567,173793,brazil,1
Faz Render,UCLÃ;Sueth;Raffé,173.427,0.478,0.506,0.265,0.123,0.0,0.0978,0.306,-7.251,168620,brazil,1
Avareza (Santa Maria) - Acústico,Xamã;Bagua Records;Gustah;Irineu Barsé,139.953,0.496,0.58,0.61,0.646,0.0,0.109,0.362,-7.995,195428,brazil,1
Sucrilhos,Criolo,160.027,0.574,0.788,0.764,0.0626,0.0,0.203,0.319,-9.068,240226,brazil,1
Tudo Que Ela Gosta De Escutar - Ao Vivo,Charlie Brown Jr.,122.698,0.89,0.513,0.73,0.0319,0.00108,0.687,0.0728,-5.253,190960,brazil,1
Canção do Apocalipse - Ao Vivo,Diante do Trono;Ana Paula Valadão,123.219,0.478,0.352,0.0761,0.5,0.0,0.12,0.033,-6.8,437386,brazil,1
Exército da Paz (Peace Army),Natiruts;Jacob Hemphill,178.075,0.768,0.553,0.926,0.179,0.0,0.0784,0.0413,-6.376,259413,brazil,1
Santificação,Elaine Martins,150.064,0.867,0.496,0.45,0.41,0.0,0.111,0.0408,-2.852,273438,brazil,1
A Ti Meu Deus,Padre Agnaldo José,104.0,0.616,0.592,0.635,0.583,0.0,0.352,0.0259,-7.404,200040,brazil,1
Preciso Confiar,Stella Laura;Valesca Mayssa,121.892,0.529,0.661,0.328,0.648,0.0,0.132,0.0312,-5.33,288496,brazil,1
Laços,Nando Reis;Ana Vilela,137.986,0.889,0.602,0.408,0.15,3.31e-05,0.3,0.0717,-6.072,240585,brazil,1
Deixa Ela,Cynthia Luz;Pedro Lotto;Froid,124.19,0.777,0.483,0.512,0.314,0.0,0.0914,0.32,-4.28,238080,brazil,1
Melhor Amigo,Delino Marçal;Bruna Karla,105.724,0.478,0.461,0.358,0.183,0.0,0.203,0.0299,-6.77,335481,brazil,1
Hoje - Ao Vivo,Charlie Brown Jr.;Marcelo Nova,114.154,0.967,0.589,0.44,0.0163,5.83e-06,0.84,0.0751,-6.05,262533,brazil,1
Onde Está Sua Fé?,Sued Silva,113.93,0.588,0.581,0.432,0.444,0.0,0.113,0.0338,-5.658,308096,brazil,1
1980 - Acústico,AO Cubo,80.224,0.799,0.497,0.588,0.142,0.0,0.94,0.395,-4.763,383407,brazil,1
Arise,Sepultura,115.336,0.961,0.371,0.159,1.52e-05,0.0548,0.0916,0.0931,-6.765,198226,brazil,0
Tu Te Abeiraste da Praia - A Barca,Astúlio Nunes,103.402,0.324,0.317,0.499,0.802,0.0,0.136,0.0279,-11.684,244920,brazil,1
Senhor da Terra,Marquinhos Gomes,77.546,0.764,0.406,0.349,0.151,0.0,0.378,0.0398,-6.49,275961,brazil,1
Meus Próprios Meios,Oficina G3,159.998,0.967,0.49,0.374,0.000863,4.19e-06,0.0901,0.085,-3.68,292478,brazil,1
Me Derramar,Ministério Vineyard,116.124,0.532,0.406,0.327,0.201,0.0,0.262,0.04,-7.612,350146,brazil,1
Aviva-Nos - Ao Vivo,Israel Salazar;André Aquino,73.914,0.591,0.325,0.141,0.1,4.85e-05,0.0957,0.0349,-9.517,491200,brazil,1
Fé Menina,Dazaranha,162.943,0.588,0.578,0.797,0.332,0.0,0.15,0.0493,-8.281,189773,brazil,1
Os Planos de Deus (Ao Vivo),Samuel Messias;Sarah Farias,127.642,0.496,0.374,0.185,0.444,0.0,0.0787,0.038,-8.615,392556,brazil,1
"Senhor,Que Vieste Salvar...",Padre Zeca,67.532,0.443,0.394,0.38,0.239,0.0,0.782,0.0371,-12.441,145106,brazil,1
Tendo A Lua - Ao Vivo,Os Paralamas Do Sucesso;Pitty,81.128,0.601,0.688,0.643,0.0905,0.000513,0.952,0.0442,-9.324,188853,brazil,1
Me Deixe Aqui,Weslei Santos,77.805,0.217,0.583,0.261,0.859,7.47e-05,0.104,0.0404,-15.357,277692,brazil,1
Como Deus Quiser,Cynthia Luz;Projota,91.022,0.656,0.753,0.819,0.655,0.0,0.099,0.0759,-5.863,181373,brazil,1
Pra Que,Voz da Verdade,73.934,0.331,0.483,0.201,0.733,2.65e-06,0.155,0.0267,-7.123,356653,brazil,1
Meu Herói,André e Felipe;Rebeca Carvalho,146.153,0.648,0.384,0.261,0.0314,0.0,0.0883,0.0365,-6.734,286956,brazil,1
A Ilha - Ao Vivo,Armandinho,89.978,0.665,0.649,0.928,0.221,0.0,0.909,0.0284,-7.912,287159,brazil,1
Vinte E Nove,Legião Urbana,129.726,0.542,0.42,0.72,0.02,0.0471,0.185,0.036,-13.097,223933,brazil,1
Inevitavelmente,Maneva,145.911,0.586,0.67,0.611,0.279,1.29e-05,0.192,0.0457,-8.108,197960,brazil,1
Deus Está Contigo,Rose Nascimento,129.993,0.57,0.644,0.326,0.785,0.0,0.118,0.0326,-7.204,255746,brazil,1
